name,parent,size,sqrt_size,ln_size,bounded_size
39,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
40,1,710,26.645825188948457,6.565264970035361,1.2513368983957225
41,1,360,18.973665961010276,5.886104031450156,1.1265597147950093
42,1,240,15.491933384829668,5.480638923341991,1.0837789661319075
43,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
44,1,130,11.40175425099138,4.867534450455582,1.0445632798573978
45,1,560,23.664319132398465,6.327936783729195,1.1978609625668444
46,1,810,28.460498941515414,6.697034247666484,1.28698752228164
47,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
48,1,690,26.267851073127396,6.536691597591305,1.2442067736185383
49,1,470,21.6794833886788,6.152732694704104,1.165775401069519
50,1,620,24.899799195977465,6.429719478039138,1.2192513368983953
51,1,420,20.493901531919196,6.040254711277414,1.1479500891265602
52,1,110,10.488088481701515,4.700480365792417,1.0374331550802136
53,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
54,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
55,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
56,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
57,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
58,1,430,20.73644135332772,6.063785208687608,1.1515151515151523
59,1,300,17.320508075688775,5.703782474656201,1.1051693404634584
60,1,860,29.32575659723036,6.756932389247553,1.3048128342245988
61,1,860,29.32575659723036,6.756932389247553,1.3048128342245988
62,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
63,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
64,1,760,27.568097504180443,6.633318433280377,1.2691622103386813
65,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
66,1,10,3.1622776601683795,2.302585092994046,1.001782531194296
67,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
68,1,300,17.320508075688775,5.703782474656201,1.1051693404634584
69,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
70,1,690,26.267851073127396,6.536691597591305,1.2442067736185383
71,1,530,23.021728866442675,6.272877006546167,1.1871657754010698
72,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
73,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
74,1,690,26.267851073127396,6.536691597591305,1.2442067736185383
75,1,810,28.460498941515414,6.697034247666484,1.28698752228164
76,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
77,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
78,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
79,1,340,18.439088914585774,5.8289456176102075,1.119429590017825
80,1,200,14.142135623730951,5.298317366548036,1.0695187165775408
81,1,670,25.88435821108957,6.507277712385012,1.237076648841354
82,1,730,27.018512172212592,6.593044534142437,1.258467023172905
83,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
84,1,180,13.416407864998739,5.19295685089021,1.0623885918003566
85,1,100,10,4.605170185988092,1.0338680926916215
86,1,920,30.331501776206203,6.824373670043086,1.3262032085561497
87,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
88,1,730,27.018512172212592,6.593044534142437,1.258467023172905
89,1,530,23.021728866442675,6.272877006546167,1.1871657754010698
90,1,190,13.784048752090222,5.247024072160486,1.0659536541889487
91,1,200,14.142135623730951,5.298317366548036,1.0695187165775408
92,1,310,17.60681686165901,5.736572297479192,1.1087344028520505
93,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
94,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
95,1,760,27.568097504180443,6.633318433280377,1.2691622103386813
96,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
97,1,440,20.97617696340303,6.0867747269123065,1.1550802139037426
98,1,180,13.416407864998739,5.19295685089021,1.0623885918003566
99,1,310,17.60681686165901,5.736572297479192,1.1087344028520505
100,1,280,16.73320053068151,5.634789603169249,1.0980392156862742
101,1,190,13.784048752090222,5.247024072160486,1.0659536541889487
102,1,610,24.698178070456937,6.413458957167357,1.2156862745098032
103,1,540,23.2379000772445,6.29156913955832,1.190730837789662
104,1,280,16.73320053068151,5.634789603169249,1.0980392156862742
105,1,290,17.029386365926403,5.66988092298052,1.1016042780748663
106,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
107,1,420,20.493901531919196,6.040254711277414,1.1479500891265602
108,1,470,21.6794833886788,6.152732694704104,1.165775401069519
109,1,410,20.248456731316587,6.016157159698354,1.144385026737968
110,1,620,24.899799195977465,6.429719478039138,1.2192513368983953
111,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
112,1,330,18.16590212458495,5.799092654460526,1.115864527629233
113,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
114,1,640,25.298221281347036,6.461468176353717,1.2263814616755795
115,1,130,11.40175425099138,4.867534450455582,1.0445632798573978
116,1,630,25.099800796022265,6.4457198193855785,1.2228163992869874
117,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
118,1,360,18.973665961010276,5.886104031450156,1.1265597147950093
119,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
120,1,110,10.488088481701515,4.700480365792417,1.0374331550802136
121,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
122,1,870,29.49576240750525,6.76849321164863,1.308377896613191
123,1,700,26.457513110645905,6.551080335043404,1.2477718360071304
124,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
125,1,720,26.832815729997478,6.579251212010101,1.2549019607843146
126,1,630,25.099800796022265,6.4457198193855785,1.2228163992869874
127,1,110,10.488088481701515,4.700480365792417,1.0374331550802136
128,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
129,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
130,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
131,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
132,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
133,1,580,24.08318915758459,6.363028103540465,1.2049910873440286
134,1,400,20,5.991464547107982,1.140819964349376
135,1,230,15.165750888103101,5.438079308923196,1.0802139037433154
136,1,610,24.698178070456937,6.413458957167357,1.2156862745098032
137,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
138,1,200,14.142135623730951,5.298317366548036,1.0695187165775408
139,1,320,17.88854381999832,5.768320995793772,1.1122994652406408
140,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
141,1,240,15.491933384829668,5.480638923341991,1.0837789661319075
142,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
143,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
144,1,560,23.664319132398465,6.327936783729195,1.1978609625668444
145,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
146,1,570,23.874672772626646,6.345636360828596,1.2014260249554365
147,1,770,27.748873851023216,6.646390514847729,1.2727272727272734
148,1,700,26.457513110645905,6.551080335043404,1.2477718360071304
149,1,820,28.635642126552707,6.709304340258298,1.2905525846702322
150,1,360,18.973665961010276,5.886104031450156,1.1265597147950093
151,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
152,1,770,27.748873851023216,6.646390514847729,1.2727272727272734
153,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
154,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
155,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
156,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
157,1,320,17.88854381999832,5.768320995793772,1.1122994652406408
158,1,620,24.899799195977465,6.429719478039138,1.2192513368983953
159,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
160,1,110,10.488088481701515,4.700480365792417,1.0374331550802136
161,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
162,1,790,28.106938645110393,6.672032945461067,1.2798573975044558
163,1,730,27.018512172212592,6.593044534142437,1.258467023172905
164,1,760,27.568097504180443,6.633318433280377,1.2691622103386813
165,1,710,26.645825188948457,6.565264970035361,1.2513368983957225
166,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
167,1,260,16.1245154965971,5.560681631015528,1.0909090909090917
168,1,670,25.88435821108957,6.507277712385012,1.237076648841354
169,1,570,23.874672772626646,6.345636360828596,1.2014260249554365
170,1,210,14.491376746189438,5.3471075307174685,1.0730837789661312
171,1,780,27.92848008753788,6.659293919683638,1.2762923351158637
172,1,640,25.298221281347036,6.461468176353717,1.2263814616755795
173,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
174,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
175,1,540,23.2379000772445,6.29156913955832,1.190730837789662
176,1,730,27.018512172212592,6.593044534142437,1.258467023172905
177,1,640,25.298221281347036,6.461468176353717,1.2263814616755795
178,1,140,11.832159566199232,4.941642422609304,1.04812834224599
179,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
180,1,630,25.099800796022265,6.4457198193855785,1.2228163992869874
181,1,440,20.97617696340303,6.0867747269123065,1.1550802139037426
182,1,400,20,5.991464547107982,1.140819964349376
183,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
184,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
185,1,620,24.899799195977465,6.429719478039138,1.2192513368983953
186,1,230,15.165750888103101,5.438079308923196,1.0802139037433154
187,1,420,20.493901531919196,6.040254711277414,1.1479500891265602
188,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
189,1,750,27.386127875258307,6.620073206530356,1.2655971479500892
190,1,430,20.73644135332772,6.063785208687608,1.1515151515151523
191,1,540,23.2379000772445,6.29156913955832,1.190730837789662
192,1,570,23.874672772626646,6.345636360828596,1.2014260249554365
193,1,890,29.832867780352597,6.7912214627261855,1.3155080213903751
194,1,430,20.73644135332772,6.063785208687608,1.1515151515151523
195,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
196,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
197,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
198,1,250,15.811388300841896,5.521460917862246,1.0873440285204996
199,1,470,21.6794833886788,6.152732694704104,1.165775401069519
200,1,120,10.954451150103322,4.787491742782046,1.0409982174688057
201,1,260,16.1245154965971,5.560681631015528,1.0909090909090917
202,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
203,1,790,28.106938645110393,6.672032945461067,1.2798573975044558
204,1,260,16.1245154965971,5.560681631015528,1.0909090909090917
205,1,320,17.88854381999832,5.768320995793772,1.1122994652406408
206,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
207,1,730,27.018512172212592,6.593044534142437,1.258467023172905
208,1,1000,31.622776601683793,6.907755278982137,1.3547237076648848
209,1,1010,31.78049716414141,6.917705609835305,1.3582887700534751
210,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
211,1,690,26.267851073127396,6.536691597591305,1.2442067736185383
212,1,690,26.267851073127396,6.536691597591305,1.2442067736185383
213,1,420,20.493901531919196,6.040254711277414,1.1479500891265602
214,1,170,13.038404810405298,5.135798437050262,1.0588235294117645
215,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
216,1,570,23.874672772626646,6.345636360828596,1.2014260249554365
217,1,700,26.457513110645905,6.551080335043404,1.2477718360071304
218,1,790,28.106938645110393,6.672032945461067,1.2798573975044558
219,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
220,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
221,1,480,21.908902300206645,6.173786103901937,1.169340463458111
222,1,470,21.6794833886788,6.152732694704104,1.165775401069519
223,1,690,26.267851073127396,6.536691597591305,1.2442067736185383
224,1,730,27.018512172212592,6.593044534142437,1.258467023172905
225,1,790,28.106938645110393,6.672032945461067,1.2798573975044558
226,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
227,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
228,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
229,1,470,21.6794833886788,6.152732694704104,1.165775401069519
230,1,670,25.88435821108957,6.507277712385012,1.237076648841354
231,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
232,1,870,29.49576240750525,6.76849321164863,1.308377896613191
233,1,310,17.60681686165901,5.736572297479192,1.1087344028520505
234,1,710,26.645825188948457,6.565264970035361,1.2513368983957225
235,1,960,30.983866769659336,6.866933284461882,1.3404634581105164
236,1,320,17.88854381999832,5.768320995793772,1.1122994652406408
237,1,570,23.874672772626646,6.345636360828596,1.2014260249554365
238,1,670,25.88435821108957,6.507277712385012,1.237076648841354
239,1,440,20.97617696340303,6.0867747269123065,1.1550802139037426
240,1,530,23.021728866442675,6.272877006546167,1.1871657754010698
241,1,760,27.568097504180443,6.633318433280377,1.2691622103386813
242,1,220,14.832396974191326,5.393627546352362,1.0766488413547233
243,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
244,1,280,16.73320053068151,5.634789603169249,1.0980392156862742
245,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
246,1,530,23.021728866442675,6.272877006546167,1.1871657754010698
247,1,280,16.73320053068151,5.634789603169249,1.0980392156862742
248,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
249,1,360,18.973665961010276,5.886104031450156,1.1265597147950093
250,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
251,1,610,24.698178070456937,6.413458957167357,1.2156862745098032
252,1,40,6.324555320336759,3.6888794541139363,1.0124777183600706
253,1,530,23.021728866442675,6.272877006546167,1.1871657754010698
254,1,290,17.029386365926403,5.66988092298052,1.1016042780748663
255,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
256,1,610,24.698178070456937,6.413458957167357,1.2156862745098032
257,1,630,25.099800796022265,6.4457198193855785,1.2228163992869874
258,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
259,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
260,1,640,25.298221281347036,6.461468176353717,1.2263814616755795
261,1,320,17.88854381999832,5.768320995793772,1.1122994652406408
262,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
263,1,240,15.491933384829668,5.480638923341991,1.0837789661319075
264,1,720,26.832815729997478,6.579251212010101,1.2549019607843146
265,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
266,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
267,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
268,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
269,1,480,21.908902300206645,6.173786103901937,1.169340463458111
270,1,410,20.248456731316587,6.016157159698354,1.144385026737968
271,1,420,20.493901531919196,6.040254711277414,1.1479500891265602
272,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
273,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
274,1,150,12.24744871391589,5.0106352940962555,1.0516934046345803
275,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
276,1,930,30.495901363953813,6.835184586147301,1.3297682709447418
277,1,1030,32.09361307176243,6.937314081223682,1.3654188948306594
278,1,660,25.69046515733026,6.492239835020471,1.2335115864527637
279,1,470,21.6794833886788,6.152732694704104,1.165775401069519
280,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
281,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
282,1,710,26.645825188948457,6.565264970035361,1.2513368983957225
283,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
284,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
285,1,790,28.106938645110393,6.672032945461067,1.2798573975044558
286,1,740,27.202941017470888,6.606650186198215,1.262032085561497
287,1,250,15.811388300841896,5.521460917862246,1.0873440285204996
288,1,540,23.2379000772445,6.29156913955832,1.190730837789662
289,1,290,17.029386365926403,5.66988092298052,1.1016042780748663
290,1,820,28.635642126552707,6.709304340258298,1.2905525846702322
291,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
292,1,160,12.649110640673518,5.075173815233827,1.0552584670231724
293,1,180,13.416407864998739,5.19295685089021,1.0623885918003566
294,1,540,23.2379000772445,6.29156913955832,1.190730837789662
295,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
296,1,660,25.69046515733026,6.492239835020471,1.2335115864527637
297,1,330,18.16590212458495,5.799092654460526,1.115864527629233
298,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
299,1,670,25.88435821108957,6.507277712385012,1.237076648841354
300,1,470,21.6794833886788,6.152732694704104,1.165775401069519
301,1,760,27.568097504180443,6.633318433280377,1.2691622103386813
302,1,400,20,5.991464547107982,1.140819964349376
303,1,420,20.493901531919196,6.040254711277414,1.1479500891265602
304,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
305,1,810,28.460498941515414,6.697034247666484,1.28698752228164
306,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
307,1,940,30.659419433511783,6.84587987526405,1.333333333333334
308,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
309,1,690,26.267851073127396,6.536691597591305,1.2442067736185383
310,1,900,30,6.802394763324311,1.3190730837789655
311,1,400,20,5.991464547107982,1.140819964349376
312,1,610,24.698178070456937,6.413458957167357,1.2156862745098032
313,1,480,21.908902300206645,6.173786103901937,1.169340463458111
314,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
315,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
316,1,530,23.021728866442675,6.272877006546167,1.1871657754010698
317,1,670,25.88435821108957,6.507277712385012,1.237076648841354
318,1,270,16.431676725154983,5.598421958998375,1.094474153297682
319,1,670,25.88435821108957,6.507277712385012,1.237076648841354
320,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
321,1,780,27.92848008753788,6.659293919683638,1.2762923351158637
322,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
323,1,1010,31.78049716414141,6.917705609835305,1.3582887700534751
324,1,470,21.6794833886788,6.152732694704104,1.165775401069519
325,1,350,18.708286933869708,5.857933154483459,1.1229946524064172
326,1,620,24.899799195977465,6.429719478039138,1.2192513368983953
327,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
328,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
329,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
330,1,800,28.284271247461902,6.684611727667927,1.283422459893048
331,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
332,1,660,25.69046515733026,6.492239835020471,1.2335115864527637
333,1,540,23.2379000772445,6.29156913955832,1.190730837789662
334,1,640,25.298221281347036,6.461468176353717,1.2263814616755795
335,1,730,27.018512172212592,6.593044534142437,1.258467023172905
336,1,930,30.495901363953813,6.835184586147301,1.3297682709447418
337,1,230,15.165750888103101,5.438079308923196,1.0802139037433154
338,1,540,23.2379000772445,6.29156913955832,1.190730837789662
339,1,710,26.645825188948457,6.565264970035361,1.2513368983957225
340,1,120,10.954451150103322,4.787491742782046,1.0409982174688057
341,1,410,20.248456731316587,6.016157159698354,1.144385026737968
342,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
343,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
344,1,480,21.908902300206645,6.173786103901937,1.169340463458111
345,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
346,1,730,27.018512172212592,6.593044534142437,1.258467023172905
347,1,820,28.635642126552707,6.709304340258298,1.2905525846702322
348,1,200,14.142135623730951,5.298317366548036,1.0695187165775408
349,1,750,27.386127875258307,6.620073206530356,1.2655971479500892
350,1,560,23.664319132398465,6.327936783729195,1.1978609625668444
351,1,590,24.289915602982237,6.380122536899765,1.2085561497326207
352,1,1030,32.09361307176243,6.937314081223682,1.3654188948306594
353,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
354,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
355,1,120,10.954451150103322,4.787491742782046,1.0409982174688057
356,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
357,1,790,28.106938645110393,6.672032945461067,1.2798573975044558
358,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
359,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
360,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
361,1,840,28.982753492378876,6.733401891837359,1.2976827094474146
362,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
363,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
364,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
365,1,800,28.284271247461902,6.684611727667927,1.283422459893048
366,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
367,1,660,25.69046515733026,6.492239835020471,1.2335115864527637
368,1,660,25.69046515733026,6.492239835020471,1.2335115864527637
369,1,560,23.664319132398465,6.327936783729195,1.1978609625668444
370,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
371,1,330,18.16590212458495,5.799092654460526,1.115864527629233
372,1,320,17.88854381999832,5.768320995793772,1.1122994652406408
373,1,910,30.166206257996713,6.813444599510896,1.3226381461675576
374,1,400,20,5.991464547107982,1.140819964349376
375,1,270,16.431676725154983,5.598421958998375,1.094474153297682
376,1,680,26.076809620810597,6.522092798170152,1.2406417112299462
377,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
378,1,410,20.248456731316587,6.016157159698354,1.144385026737968
379,1,390,19.748417658131498,5.966146739123692,1.1372549019607838
380,1,510,22.58317958127243,6.234410725718371,1.1800356506238856
381,1,360,18.973665961010276,5.886104031450156,1.1265597147950093
382,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
383,1,250,15.811388300841896,5.521460917862246,1.0873440285204996
384,1,650,25.495097567963924,6.476972362889683,1.2299465240641716
385,1,530,23.021728866442675,6.272877006546167,1.1871657754010698
386,1,400,20,5.991464547107982,1.140819964349376
387,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
388,1,270,16.431676725154983,5.598421958998375,1.094474153297682
389,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
390,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
391,1,760,27.568097504180443,6.633318433280377,1.2691622103386813
392,1,400,20,5.991464547107982,1.140819964349376
393,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
394,1,570,23.874672772626646,6.345636360828596,1.2014260249554365
395,1,170,13.038404810405298,5.135798437050262,1.0588235294117645
396,1,610,24.698178070456937,6.413458957167357,1.2156862745098032
397,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
398,1,820,28.635642126552707,6.709304340258298,1.2905525846702322
399,1,730,27.018512172212592,6.593044534142437,1.258467023172905
400,1,440,20.97617696340303,6.0867747269123065,1.1550802139037426
401,1,470,21.6794833886788,6.152732694704104,1.165775401069519
402,1,860,29.32575659723036,6.756932389247553,1.3048128342245988
403,1,630,25.099800796022265,6.4457198193855785,1.2228163992869874
404,1,620,24.899799195977465,6.429719478039138,1.2192513368983953
405,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
406,1,380,19.493588689617926,5.940171252720432,1.1336898395721917
407,1,170,13.038404810405298,5.135798437050262,1.0588235294117645
408,1,830,28.809720581775867,6.721425700790643,1.2941176470588243
409,1,470,21.6794833886788,6.152732694704104,1.165775401069519
410,1,240,15.491933384829668,5.480638923341991,1.0837789661319075
411,1,400,20,5.991464547107982,1.140819964349376
412,1,830,28.809720581775867,6.721425700790643,1.2941176470588243
413,1,710,26.645825188948457,6.565264970035361,1.2513368983957225
414,1,770,27.748873851023216,6.646390514847729,1.2727272727272734
415,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
416,1,420,20.493901531919196,6.040254711277414,1.1479500891265602
417,1,770,27.748873851023216,6.646390514847729,1.2727272727272734
418,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
419,1,610,24.698178070456937,6.413458957167357,1.2156862745098032
420,1,600,24.49489742783178,6.396929655216146,1.2121212121212128
421,1,370,19.235384061671343,5.91350300563827,1.1301247771836014
422,1,90,9.486832980505138,4.499809670330265,1.0303030303030312
423,1,580,24.08318915758459,6.363028103540465,1.2049910873440286
424,1,280,16.73320053068151,5.634789603169249,1.0980392156862742
425,1,410,20.248456731316587,6.016157159698354,1.144385026737968
426,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
427,1,430,20.73644135332772,6.063785208687608,1.1515151515151523
428,1,440,20.97617696340303,6.0867747269123065,1.1550802139037426
429,1,580,24.08318915758459,6.363028103540465,1.2049910873440286
430,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
431,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
432,1,490,22.135943621178654,6.194405391104672,1.1729055258467032
433,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
434,1,250,15.811388300841896,5.521460917862246,1.0873440285204996
435,1,800,28.284271247461902,6.684611727667927,1.283422459893048
436,1,470,21.6794833886788,6.152732694704104,1.165775401069519
437,1,430,20.73644135332772,6.063785208687608,1.1515151515151523
438,1,620,24.899799195977465,6.429719478039138,1.2192513368983953
439,1,480,21.908902300206645,6.173786103901937,1.169340463458111
440,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
441,1,450,21.213203435596427,6.1092475827643655,1.1586452762923347
442,1,70,8.366600265340756,4.248495242049359,1.023172905525847
443,1,720,26.832815729997478,6.579251212010101,1.2549019607843146
444,1,440,20.97617696340303,6.0867747269123065,1.1550802139037426
445,1,310,17.60681686165901,5.736572297479192,1.1087344028520505
446,1,500,22.360679774997898,6.214608098422191,1.1764705882352935
447,1,730,27.018512172212592,6.593044534142437,1.258467023172905
448,1,550,23.45207879911715,6.309918278226516,1.1942959001782523
449,1,250,15.811388300841896,5.521460917862246,1.0873440285204996
450,1,570,23.874672772626646,6.345636360828596,1.2014260249554365
451,1,520,22.80350850198276,6.253828811575473,1.1836007130124777
452,1,540,23.2379000772445,6.29156913955832,1.190730837789662
453,1,460,21.447610589527216,6.131226489483141,1.1622103386809268
